v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median
100,Cultivos agrícolas,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",7.0,7.0,8.95,0.7,8.99,14.29,85.71,0.0,5.14,2.03,52.29,11.34,56.0
101,Cultivos agrícolas,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",348.0,348.0,8.04,0.76,8.01,26.15,73.85,3.74,3.49,1.73,48.19,21.38,45.0
102,Cría de animales,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",90.0,90.0,8.39,0.82,8.4,21.11,78.89,1.11,3.52,1.84,51.5,21.52,51.0
103,Cultivo de productos agrícolas,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",38.0,38.0,8.54,1.01,8.7,10.53,89.47,2.63,4.47,2.22,50.34,22.39,51.0
104,Servicios agrícolas y pecuarios,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",15.0,15.0,8.5,1.23,8.75,13.33,86.67,6.67,4.67,2.52,39.53,11.63,37.0
105,Caza y servicios de apoyo,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",0.0,,,,,,,,,,,,
200,"Silvicultura, extracción de madera y actividades conexas","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",12.0,12.0,8.34,0.76,8.32,16.67,83.33,16.67,4.17,2.3,42.42,17.96,42.5
300,Pesca y acuicultura,"A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","A. Agricultura, Ganadería, Caza, Silvicultura y Pesca","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.498, 0.7882, 0.498, 1.0)",10.0,10.0,8.29,0.85,8.28,10.0,90.0,0.0,4.2,1.6,47.1,20.72,42.0
500,Extracción de carbón y lignito,B. Explotación de Minas y Canteras,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",1.0,1.0,8.75,0.0,8.75,0.0,100.0,0.0,4.0,0.0,27.0,0.0,27.0
600,Extracción de petróleo crudo y gas natural,B. Explotación de Minas y Canteras,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",52.0,52.0,9.71,0.9,9.82,3.85,96.15,13.46,4.85,2.13,48.17,17.41,44.0
700,Extracción de minerales metalíferos,B. Explotación de Minas y Canteras,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",1.0,1.0,8.01,0.0,8.01,0.0,100.0,0.0,9.0,0.0,39.0,0.0,39.0
800,Explotación de otras minas y canteras,B. Explotación de Minas y Canteras,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",22.0,22.0,8.6,0.7,8.64,9.09,90.91,0.0,4.14,1.71,50.86,18.44,51.0
900,Actividades de Apoyo a la Explotación de Minas y Canteras,B. Explotación de Minas y Canteras,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.498, 0.7882, 0.498, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",14.0,14.0,9.87,0.79,10.05,7.14,92.86,7.14,5.21,1.74,36.71,7.03,36.0
1000,Industria manufacturera (general),C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",35.0,35.0,8.95,0.71,8.89,25.71,74.29,0.0,4.31,1.7,51.29,17.95,47.0
1001,Producción y procesamiento de carne,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",102.0,102.0,8.64,0.69,8.57,23.53,76.47,0.98,3.75,1.56,44.31,18.89,40.5
1002,"Preparación de frutas, hortalizas y legumbres",C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",30.0,30.0,8.38,0.92,8.46,46.67,53.33,0.0,3.93,1.71,53.6,18.68,54.0
1003,Elaboración de productos lácteos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",13.0,13.0,9.27,0.6,9.35,7.69,92.31,0.0,4.62,1.73,44.08,20.17,37.0
1009,Elaboración de productos alimenticios,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",291.0,291.0,8.32,0.88,8.41,43.99,56.01,0.0,4.37,1.79,41.43,17.99,39.0
1100,Elaboración de bebidas,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",70.0,70.0,8.54,0.78,8.59,17.14,82.86,0.0,4.49,1.67,49.36,19.29,47.0
1200,Elaboración de Productos de Tabaco,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.4980392156862745, 0.788235294117647, 0.4980392156862745, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",3.0,3.0,7.99,0.7,7.5,0.0,100.0,0.0,4.33,1.89,45.67,6.24,44.0
1300,Fabricación de productos textiles,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",66.0,66.0,8.4,0.99,8.53,56.06,43.94,4.55,4.02,1.58,51.67,19.67,50.0
1400,Confección de prendas de vestir,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",198.0,198.0,8.26,0.86,8.36,77.27,22.73,3.54,4.09,1.73,58.63,19.62,60.0
1501,Curtido y terminación de cueros,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",22.0,22.0,8.54,0.44,8.52,40.91,59.09,4.55,4.27,1.71,50.64,18.01,52.0
1502,Fabricación de calzado y sus partes,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",57.0,57.0,8.27,0.78,8.24,45.61,54.39,5.26,4.0,1.34,42.68,19.49,37.0
1600,Producción de madera y materiales de construcción,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",65.0,65.0,8.31,1.0,8.52,10.77,89.23,9.23,3.52,1.76,42.22,18.04,40.0
1700,Fabricación de papel y productos de papel,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",23.0,23.0,8.78,0.72,8.7,34.78,65.22,0.0,4.39,1.61,49.83,17.5,43.0
1800,Actividades de impresión,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",37.0,37.0,8.82,0.58,8.91,24.32,75.68,5.41,5.19,1.66,40.81,16.51,37.0
1900,Fabricación de coque y de productos de la refinación del petróleo,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",1.0,1.0,,,,0.0,100.0,0.0,2.0,0.0,55.0,0.0,55.0
1902,Fabricación de productos de la refinación del petróleo,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",14.0,14.0,9.06,0.92,9.21,7.14,92.86,35.71,6.0,2.0,44.29,16.28,38.0
2000,Fabricación de Sustancias y Productos Químicos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",13.0,13.0,8.98,0.75,8.99,7.69,92.31,23.08,5.31,2.43,51.0,17.2,53.0
2001,Fabricación de pinturas y barnices,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",5.0,5.0,8.63,0.98,8.92,0.0,100.0,0.0,4.6,2.58,47.2,17.83,42.0
2002,Fabricación de jabones y detergentes,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",11.0,11.0,8.83,0.68,8.83,45.45,54.55,9.09,5.18,2.85,49.27,22.76,43.0
2009,Fabricación de otros productos químicos n.c.p.,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",18.0,18.0,9.04,0.98,9.05,16.67,83.33,11.11,5.0,2.52,51.11,15.17,51.0
2100,Fabricación de productos farmacéuticos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",30.0,30.0,8.89,0.71,8.99,43.33,56.67,6.67,6.4,2.18,45.97,17.68,44.0
2201,Fabricación de productos de caucho,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",7.0,7.0,9.01,0.24,9.0,14.29,85.71,0.0,3.57,0.9,38.71,13.4,33.0
2202,Fabricación de productos de plástico,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",43.0,43.0,8.75,0.74,8.7,20.93,79.07,2.33,4.6,1.73,46.16,17.14,44.0
2301,Fabricación de vidrio,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",12.0,12.0,8.5,0.79,8.85,8.33,91.67,0.0,5.33,2.43,43.0,22.58,32.0
2309,Fabricación de productos minerales no metálicos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",74.0,74.0,8.27,1.09,8.52,10.96,89.04,2.7,3.97,1.92,42.99,19.92,38.0
2400,Fabricación de metales,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.7450980392156863, 0.6823529411764706, 0.8313725490196079, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",42.0,42.0,8.6,0.61,8.7,11.9,88.1,9.52,4.33,1.94,53.0,17.55,53.0
2500,Fabricación de productos elaborados de metal,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",204.0,204.0,8.58,0.73,8.59,9.8,90.2,3.92,4.48,1.78,46.13,18.13,45.5
2601,Fabricación de componentes electrónicos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",5.0,5.0,9.11,0.26,9.23,80.0,20.0,0.0,6.4,2.8,52.2,16.15,54.0
2602,Fabricación de equipos informáticos y periféricos,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",1.0,1.0,,,,100.0,0.0,0.0,7.0,0.0,34.0,0.0,34.0
2603,Fabricación de equipos y aparatos de radio,C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",3.0,3.0,10.31,0.0,10.31,66.67,33.33,0.0,6.67,1.25,48.33,6.94,45.0
2604,"Fabricación de equipos electromédicos, ópticos y de precisión ",C. Industria Manufacturera,"BCDEF. Minería, Industria, Electricidad, Saneamiento y Construcción","(0.9921568627450981, 0.7529411764705882, 0.5254901960784314, 1.0)","(0.8026, 0.7275, 0.6562, 1.0)","(0.7996, 0.7542, 0.6306, 1.0)",1.0,1.0,8.68,0.0,8.68,0.0,100.0,0.0,4.0,0.0,72.0,0.0,72.0
